,nodes,edges,density,strong_GC,weak_GC,avg_degree,global_c_mean,global_cd_mean,global_cb_mean,global_cc_mean,global_ce_mean,global_ccc_mean,global_cp_mean
068%,321.0,558.0,0.005432242990654206,0.2118380062305296,0.24610591900311526,3.4766355140186915,0.0975353207466768,0.15115806582689964,0.0013448922841043372,1.1299949315104536e-05,0.009900405033241461,0.01912499373666091,0.0031152647975077876
065%,307.0,496.0,0.005279853526644099,0.11726384364820847,0.23127035830618892,3.231270358306189,0.09707068028120741,0.14049001557852994,0.000556150621014501,9.556179630720156e-06,0.010330752825391244,0.015782487438666573,0.003257328990228013
062%,293.0,442.0,0.005166206928795175,0.09556313993174062,0.20819112627986347,3.0170648464163823,0.1057636083774483,0.2011376564277588,0.0005259712936556173,8.90577127909015e-06,0.005827029543049237,0.01385424764342747,0.0034129692832764514
059%,279.0,405.0,0.005221629148294268,0.1003584229390681,0.21863799283154123,2.903225806451613,0.10155646442088785,0.1935483870967742,0.0004153658556792623,8.820529440366336e-06,0.006119425290729128,0.013085226996824023,0.0035842293906810036
056%,265.0,370.0,0.005288736420811893,0.0830188679245283,0.1471698113207547,2.792452830188679,0.0971573659329481,0.1861635220125786,0.00020783196046844806,8.374101805302052e-06,0.006442715683446879,0.013648554913926539,0.0037735849056603774
053%,251.0,327.0,0.005211155378486056,0.07171314741035857,0.13147410358565736,2.605577689243028,0.0995437597575831,0.21713147410358566,0.00017766684266948274,7.907385237167865e-06,0.006802070343081381,0.013101612247841806,0.003984063745019919
050%,237.0,285.0,0.005095473074447543,0.0759493670886076,0.13924050632911392,2.4050632911392404,0.09743107533639517,0.2186421173762946,0.00019697170272108534,7.968360160602614e-06,0.011508693408298744,0.009711831621774445,0.00421940928270042
047%,223.0,248.0,0.005009493798731467,0.05829596412556054,0.07623318385650224,2.2242152466367715,0.0957580017265013,0.22242152466367712,0.00012613307258519605,7.495794235784462e-06,0.01218567617449887,0.009213408948915478,0.004484304932735426
044%,209.0,206.0,0.004738682370261317,0.04784688995215311,0.06220095693779904,1.9712918660287082,0.10302438183715559,0.19712918660287082,7.612207268957841e-05,6.642604086023835e-06,0.012590399584061116,0.01587563992414501,0.004784688995215311
042%,195.0,171.0,0.004520222045995242,0.046153846153846156,0.046153846153846156,1.7538461538461538,0.0905870302453511,0.1753846153846154,5.2594166156475865e-05,6.398322960067348e-06,0.010389782364353362,0.016113461549208244,0.005128205128205127
039%,181.0,138.0,0.00423572744014733,0.03314917127071823,0.03867403314917127,1.5248618784530388,0.08603120758875504,0.16942909760589317,3.3437246005535155e-05,6.183809068651435e-06,0.01128047742033837,0.011384108988131678,0.00552486187845304
036%,167.0,127.0,0.004581199047687757,0.03592814371257485,0.041916167664670656,1.5209580838323353,0.08686276938609945,0.16899534264803726,4.110071204797415e-05,6.637158839969112e-06,0.012226146186115233,0.012338465430250498,0.005988023952095804
033%,153.0,113.0,0.004858961128310973,0.0392156862745098,0.0392156862745098,1.477124183006536,0.08496249037076098,0.16412490922294845,3.958246479723527e-05,7.660225843878253e-06,0.012623819603065793,0.010768673378381055,0.006535947712418302
030%,139.0,98.0,0.005108956313210301,0.04316546762589928,0.04316546762589928,1.410071942446043,0.08293336412308305,0.1566746602717826,4.14774495858724e-05,7.9285759586745e-06,0.013895283447978904,0.011853287963253968,0.0071942446043165445
027%,125.0,72.0,0.00464516129032258,0.04,0.04,1.152,0.0971728129944918,0.19199999999999998,2.832415420928403e-05,5.705261959740273e-06,0.01545155519415254,0.007399065821235533,0.008
024%,111.0,55.0,0.0045045045045045045,0.036036036036036036,0.036036036036036036,0.990990990990991,0.08751373283022343,0.16516516516516516,2.1789930046810783e-05,5.245275052927051e-06,0.017400399993415055,0.008332281330220195,0.009009009009009005
021%,97.0,45.0,0.004832474226804124,0.041237113402061855,0.041237113402061855,0.9278350515463918,0.08146152802938857,0.15463917525773196,2.3738469886055347e-05,5.143215726269811e-06,0.01768269408890186,0.012259129674359315,0.010309278350515472
018%,83.0,31.0,0.00455480458419042,0.03614457831325301,0.04819277108433735,0.7469879518072289,0.09496390489560623,0.18674698795180722,1.632546445946387e-05,4.926285294758976e-06,0.020665317188234708,0.014326934679672935,0.012048192771084345
015%,69.0,21.0,0.004475703324808184,0.043478260869565216,0.043478260869565216,0.6086956521739131,0.09617891793546436,0.15217391304347827,1.272410326882213e-05,3.236360802523676e-06,0.02485828009599246,0.025850773443757684,0.014492753623188404
